MOVIES,YEAR,GENRE,RATING,ONE-LINE,STARS,VOTES,RunTime,Gross
Dropped,2006.0,"
Documentary, Biography, Music            ",6.8,"
Add a Plot
","
    Directors:
Farah Khalid, 
Rosser Goodman
| 
    Stars:
Bush Tetras, 
Emmanuel Coquia, 
Eric Cubiche, 
DJ Curse
",0.0,0.07620164126611957,0.0
I Am. Shimon Peres,2014.0,"
Documentary, Biography            ",6.4,"
As a leader he guides his country through political turmoil in the Middle East. As a human he reconciles with his past.","
    Director:
Naftaly Gliksberg
| 
    Star:
Shimon Peres
",0.0,0.09144196951934348,0.0
Bump of Chicken Tour 2019: aurora ark Tokyo Dome,2020.0,"
Music            ",0.0,"
Add a Plot
","
            
    Stars:
Bump of Chicken, 
Motoo Fujiwara, 
Hideo Masu, 
Hiroaki Masukawa
",0.0,0.17702227432590856,0.0
TED: The Future We Will Create,2007.0,"
Documentary            ",6.9,"
""TED: The future we will create"" gives you an all-access pass inside the world of TED to what Wired Magazine refers to as ""arguably the hottest gathering around."" Every year for four days, ...                See full summary »
","
    Directors:
Steven Latham, 
Daphne Zuniga
| 
    Stars:
Daphne Zuniga, 
Al Gore, 
Lawrence Bender, 
Chris Anderson
",0.0,0.08675263774912075,0.0
Grego Rossello: Disculpe Las Molestias,2019.0,"
Comedy            ",4.4,"
Gregorio Rosello is a stand up comedian. In his show he told with the audience about parts of his life and very common things that happened in Argentina. The show is incredible but in my ...                See full summary »
","
    Director:
Juani Libonatti
| 
    Star:
Grego Rossello
",0.0,0.07620164126611957,0.0
Unbreakable Kimmy Schmidt Season 3 Featurette,2017.0,"
Short, Comedy            ",0.0,"
Add a Plot
","
            
    Stars:
Tituss Burgess, 
Carol Kane, 
Ellie Kemper, 
Jane Krakowski
",0.0,0.0023446658851113715,0.0
The Rain Bunker Set Tour with Lucas Lynggaard Tønnesen,2018.0,"
Short            ",0.0,"
THE RAIN Bunker Set Tour with Lucas Lynggaard Tønnesen and production designer M. Wan Sputnick. Lucas and Sputnick shows us around the incredible underworld studio Bunker.","
    Director:
Michael Sandager
| 
    Stars:
Lucas Lynggaard Tønnesen, 
M. Wan Sputnick
",0.0,0.004689331770222743,0.0
Big Guns,2006.0,"
Comedy            ",7.7,"
The fun-loving, easy-going, 60- to 75-year-old Senior Softball team ""Kids At Heart"" suddenly decide to go for their secret dream -- win the World Series (BEFORE IT'S TOO LATE!) Renaming ...                See full summary »
","
    Director:
John Rester Zodrow
| 
    Stars:
Barry Primus, 
Mel Novak, 
Susan Thomas, 
Geno Giordan
",0.0,0.0984759671746776,0.0
The Voice of Syria,2017.0,"
Documentary            ",0.0,"
Add a Plot
","
    Director:
Carla Ortiz
",0.0,0.0,0.0
Autistic Driving School,2010.0,"
Documentary            ",5.3,"
A fascinating portrait of upcoming young drivers with autism that casts a light on the challenges hey face of the road and the freedom that comes with driving and owning a car.","
    Director:
Osca Humphreys
",0.0,0.0,0.0
Lord Put a Ring on It,2016.0,"
Comedy, Drama            ",7.5,"
Romantic Christian comedy about navigating relationships - from being single looking for Mr. Right in all the wrong places and blended families navigating the challenges of becoming one ...                See full summary »
","
    Director:
Tikki Collins
| 
    Stars:
Jabriah Anderson, 
Calvin Collins, 
Tikki Collins, 
Donna Griggs
",0.0,0.11019929660023446,0.0
Craptastic,2008.0,"
Comedy            ",3.6,"
A sketch-comedy film unlike any other. With the use of bizarre and hysterical situations, our cast of characters proceed from one sketch to another, following a single thread that flows between them.","
    Directors:
David Dillehunt, 
Bryan Kasik
| 
    Stars:
David Dillehunt, 
Bryan Kasik, 
Abrill Macbeth, 
Bianca Villamar
",0.0,0.10433763188745603,0.0
Coco y Raulito: Carrusel de ternura,2018.0,"
Comedy            ",6.6,"
Add a Plot
","
    Directors:
Raúl Campos, 
Jan Suter
| 
    Stars:
Coco Celis, 
Raúl Meneses
",0.0,0.0,0.0
The Genius of Marian,2013.0,"
Documentary, Drama, Family            ",7.5,"
A woman with Alzheimer's disease and a filmmaker decide to create a tribute that showcases the family, using the nostalgia and magic of super 8 home movies and vintage film photographs.","
    Directors:
Banker White, 
Anna Fitch
| 
    Stars:
Ed White, 
Pam Steele White
",0.0,0.09964830011723329,0.0
Hatchet Man,2009.0,"
Short, Drama            ",0.0,"
Based on a real life ad agency sex scandal, a very good man finds unexpected freedom when he does something bad for the first time in his life.","
    Director:
Ivan Hurzeler
| 
    Stars:
Matt Boren, 
Laksmi Hedemark, 
Lynn Mastio Rice, 
Daniel Siegel
",0.0,0.0,0.0
Raise the Bar,2017.0,"
Animation, Short            ",0.0,"
Sam, a teenage weightlifter striving for the Olympics, deals with a variety of obstacles in order to achieve her dream.","
    Director:
Fernanda Frick
",0.0,0.0,0.0
"A Decade of Decadence, Pt. 2: Legacy of Dreams",2013.0,"
Documentary            ",8.1,"
A inside look at the making of, A Tiger in the Dark: The Decadence Saga: The Legacy Edition DVD. Featuring discussions with the cast, early animation tests, and never before seen artwork by Adam Haney.","
    Director:
Drew Glick
| 
    Stars:
Gordon Auld, 
Howie Boulware Jr., 
Tod Boulware, 
Patrícia Faolli
",0.0,0.07620164126611957,0.0
Graffiti Verité 3: A Voyage Into the Iconography of Graffiti Art,2000.0,"
Documentary, Music            ",0.0,"
This experimental musical opus probes the socio-political context that distracts the average person from appreciating the historical / artistic significance and impact of Graf.","
    Director:
Bob Bryan
| 
    Stars:
Bruin, 
Chaz, 
Man One, 
Mare 139
",0.0,0.06330597889800703,0.0
Netflix: We All Have Six Shows In Common,2019.0,"
Short, Comedy            ",0.0,"
We all have six shows in common.","
    Director:
Eva Michon
| 
    Star:
Theo Martins
",0.0,0.0,0.0
Wraith,,"
Sci-Fi            ",0.0,"
Follows resident of New York City, who is trying to keep his family together when he is thrust into new problems of staying alive.","
    Director:
Sebastián Hofmann
",0.0,0.0,0.0
Kavin Jay: Everybody Calm Down!,2018.0,"
Documentary, Comedy            ",5.8,"
Childhood, Vhs and partnership between Singapore and Malaysia according to the famous stand-up comedian Kavin Jay.","
    Director:
Michael McKay
| 
    Star:
Kavin Jay
",0.0,0.062133645955451344,0.0
Oscillating Fan for Your Home,2015.0,"
Documentary            ",6.9,"
For 60 minutes, we see an oscillating fan working on the screen, it is on top of a table where there's also a pair of sunglasses and a glass of water and ice. From the outside, we hear the sea and the birds.","
    Director:
Christopher Moriarty
",0.0,0.0,0.0
Sam Kinison: The Scream Continues,2016.0,"
Documentary, Short            ",6.4,"
Comedy Dynamics sat down with Sam Kinison's brother, Bill, to set the record straight. Including his classic performances, rare TV appearances and photos, this documentary is not to be missed by any true Sam Kinison fan!","
            
    Stars:
Bill Kinison, 
Sam Kinison
",0.0,0.03399765533411488,0.0
Fernando Sanjiao: Hombre,2018.0,"
Comedy            ",6.3,"
Add a Plot
","
    Directors:
Raúl Campos, 
Jan Suter
| 
    Star:
Fernando Sanjiao
",0.0,0.0,0.0
Little Singham,2018.0,"
Action            ",3.6,"
This animated series showcases the fun and thrilling adventures of Little Singham, a brave kid super-cop with lion powers, as he defends his town and the world from evil villains, scary mutants and even aliens .","
            
    Stars:
Jigna Bharadhwaj, 
Neshma Chemburkar, 
Saumya Daan, 
Ganessh Divekar
",0.0,0.014067995310668229,0.0
Patrick Maia: Home Office - Um show em casa,2017.0,"
Comedy            ",6.5,"
In his second comedy special, Patrick opens the doors of his apartment and introduces himself to an audience of fans, friends, family and even his dog","
    Director:
Patrick Maia
| 
    Star:
Patrick Maia
",0.0,0.0,0.0
"Alors, heureux?",2006.0,"
Documentary            ",6.8,"
Add a Plot
","
    Director:
Yvonne Debeaumarché
| 
    Stars:
Muriel Baccigalupo, 
Pierre Desvaux, 
Georges Marbeck, 
Sylvain Mimoun
",0.0,0.04806565064478312,0.0
Van der Laan en Woe: Alles eromheen,2016.0,"
Documentary, Comedy            ",7.2,"
Add a Plot
","
    Directors:
Joep Krijnen, 
Erik van Muiswinkel
| 
    Stars:
Niels van der Laan, 
Jeroen Woe
",0.0,0.10199296600234466,0.0
Salmo ft Coez: Sparare alla luna,2018.0,"
Short, Music            ",0.0,"
Add a Plot
","
    Director:
Younuts
",0.0,0.0,0.0
Untitled Sefi Atta Project,,"
Drama            ",0.0,"
A naive secretary whom after a series of career woes, considers her roommate's offer to work as a drug mule in mid-1980s Lagos.","
    Director:
Kunle Afolayan
",0.0,0.0,0.0
Dreamworks She-Ra Mural Timelapse,2019.0,"
Short            ",0.0,"
Add a Plot
","
    Director:
Anton Seim
",0.0,0.0,0.0
"Com a Palavra, Arnaldo Antunes",2018.0,"
Documentary            ",7.7,"
From his origins as a poet to his success as a singer and composer, Arnaldo Antunes revisits the most remarkable moments of his career.","
    Director:
Marcelo Machado
| 
    Star:
Arnaldo Antunes
",0.0,0.09378663540445487,0.0
My First Day,2001.0,"
Short, Family            ",0.0,"
Buddy Bear is afraid of attending his first day of pre-school, but with a little encouragement from Daddy Bear, he is soon off to his new school, meeting fabulous new friends and teachers ...                See full summary »
","
    Director:
John P. Aguirre
| 
    Stars:
Arturo Gil, 
Michael Munoz, 
Farah Bunch, 
Erin Ehrlich
",0.0,0.035169988276670575,0.0
Aakash Gupta Special,2021.0,"
Comedy            ",0.0,"
Add a Plot
","
            
    Star:
Aakash Gupta
",0.0,0.0,0.0
Magic 4 Morons,2000.0,"
Family            ",0.0,"
Magic 4 Morons teaches the viewer 10 amazing magic tricks that can be done with ordinary items found around the home. Professional magician, Lyndel performs the effects live in front of a ...                See full summary »
","
    Director:
Rick Pamplin
| 
    Stars:
Eric Miles, 
Tim Scarbrough, 
Kristin Stone, 
Michael Winslow
",0.0,0.07033997655334115,0.0
Graffiti Verité,1995.0,"
Documentary, Drama, Family            ",5.9,"
A documentary that explores the eclectic world of Hip-hop and the Urban Graffiti Artist.","
    Director:
Bob Bryan
| 
    Stars:
Angst, 
Chaz Bojorquez, 
Cre8, 
Designine
",0.0,0.052754982415005855,0.0
Ricky & Melinda,2014.0,"
Family            ",0.0,"
Ricky & Melinda inhabit a world that is distinctly American and Latino. The film's main characters have a hard time fitting in. Ricky & Melinda are rejects, alone or misunderstood and exist...                See full summary »
","
    Director:
Richard Salazar
| 
    Stars:
Maurice Compte, 
Yelyna De Leon, 
Jesse Garcia, 
Noel Gugliemi
",0.0,0.11019929660023446,0.0
Last days on Earth,2020.0,"
Documentary            ",0.0,"
Last days in the life of the John A. Hegarty, a 46 years old family guy who is diagnosed whit terminal cancer. A journey through the unknown, a trip through Europe. A reflection of his ...                See full summary »
","
    Director:
Germán de la Fuente
",0.0,0.0,0.0
Graffiti Verité 7: Random Urban Static,2008.0,"
Documentary            ",0.0,"
Graffiti Verite returns to the enigmatic world of Poetry. This time around he retrieves the perspectives of fifteen uniquely talented poets involved in the world of Spoken Word Poetry.","
    Director:
Bob Bryan
| 
    Stars:
Sekou Andrews, 
Mollie Engelhart, 
Bridget Gray, 
Common Ground
",0.0,0.1406799531066823,0.0
Especial de Ano Todo com Clarice Falcão,2017.0,"
Comedy            ",6.5,"
Multitalented performer Clarice Falcão packs a year of ideas into one special with songs, skits and jokes dedicated to each month on the calendar.","
            
    Star:
Clarice Falcão
",0.0,0.0,0.0
The End/Beginning,2011.0,"
Documentary            ",0.0,"
Add a Plot
","
            
    Stars:
Risa Beer, 
Anuradha Koirala, 
Sophal Ear
",0.0,0.0,0.0
Jochem Myjer: De rust zelve,2010.0,"
Comedy            ",7.9,"
Meet Jochem Myjer's various friends in Leiden and the people who he shares the city with.","
    Directors:
Joep Krijnen, 
Jos Thie
| 
    Star:
Jochem Myjer
",0.0,0.10902696365767878,0.0
Graffiti Verité 5: The Sacred Elements of Hip-Hop,2003.0,"
Documentary, History, Music            ",0.0,"
Shows that hip-hop in a workshop setting can be an invaluable tool to bridge the communications and learning dyslexia that exists between students, educators and the 4 R's.","
    Director:
Bob Bryan
| 
    Stars:
Jim Jacobmeyer, 
Metro High School Students, 
Paco Rosic
",0.0,0.06330597889800703,0.0
Graffiti Verité 4: Basic Techniques for Creating Graffiti Art on Walls and Canvas,2003.0,"
Documentary, Family, History            ",0.0,"
GV4 is the ultimate Step-by-Step tutorial on how to create Graffiti Art on legal walls (murals) and on Canvas using Spray Paint.","
    Director:
Bob Bryan
| 
    Star:
Sano
",0.0,0.07971864009378662,0.0
Luciofei,2021.0,"
Short, Comedy            ",0.0,"
Add a Plot
","
    Director:
Junior Marques
| 
    Stars:
Whindersson Nunes, 
Elana Valenária
",0.0,0.0164126611957796,0.0
El Expediente Santiso,2015.0,"
Mystery, Sci-Fi, Thriller            ",5.0,"
A superstar reporter goes mad after his daughter disappears on a field mission in Iraq. After being released form a mental institution seven years later, he must mend his marriage and get ...                See full summary »
","
    Director:
Brian Maya
| 
    Stars:
Leonora Balcarce, 
Carlos Belloso, 
Agustina Córdova, 
Harry Havilio
",0.0,0.10082063305978897,0.0
How to Win the US Presidency,2016.0,"
Documentary            ",6.2,"
This whimsical look at rough-and-tumble American politics examines the roll of money, religion and even ancient Rome on Presidential campaigns.","
    Director:
Cal Seville
| 
    Stars:
Adam Baylis-West, 
Tony Blair, 
Pat Buchanan, 
George Bush
",0.0,0.058616647127784284,0.0
Meeting a Bullet,2004.0,"
Crime            ",3.8,"
A dirty cop accuses a young individual of a string of mob related murders from Miami to Los Angeles. Meanwhile, the kid is weaving his way through mob drive-bys, car thefts and petty crimes in L.A.","
    Director:
Douglas Elford-Argent
| 
    Stars:
Jason Graham, 
Cal Thomas, 
Gwendolyn Garver, 
Keith E. Wright
",0.0,0.08792497069167643,0.0
Even Goede Vrienden,2019.0,"
Comedy            ",6.8,"
Add a Plot
","
    Director:
Ben van der Meyden
| 
    Star:
René van Meurs
",0.0,0.0984759671746776,0.0
A Dog's Life: The Oscar Lose Story,2008.0,"
Documentary, Family            ",0.0,"
The Oscar Lose Story (A Dog's Life) - A new feature length documentary about a small dog, his show business life and owner Dr. M. Phyllis Lose. After serving as one of America's first ...                See full summary »
","
    Director:
Rick Pamplin
| 
    Stars:
Scott duPont, 
Shirley Fox, 
Debbie Fritz, 
M. Phyllis Lose
",0.0,0.08440797186400938,0.0
Cancer's Last Stand,2017.0,"
Drama            ",0.0,"
Add a Plot
","
            
    Stars:
Ximena Casillas, 
Quartay Danaya, 
Lilly Dennis, 
Calsey Langton
",0.0,0.0,0.0
DInner for one a la Netflix,2016.0,"
Short, Comedy            ",0.0,"
Netflix presents the new version of the New Years Eve classic ""Dinner for one"". Miss Sophie is celebrating her 90th birthday and is spending her entire day by watching Netflix. And for her ...                See full summary »
","
    Director:
David Emmings
| 
    Stars:
Maureen Beattie, 
Matt Costain
",0.0,0.019929660023446656,0.0
Graffiti Verité 2: Freedom of ExpreSSion?,1998.0,"
Documentary, History            ",6.2,"
In GV2 the filmmaker brilliantly manages to ""personalize"" these 19 artists, moving them elegantly from stereotypes to ""real people,"" revealing why this movement has become the most popular and powerful cultural force of the 90's.","
    Director:
Bob Bryan
| 
    Stars:
Asylm, 
Chaz Bojorquez, 
Bruin, 
James Cail
",0.0,0.06682297772567408,0.0
Graffiti Verité 8: The Fifth Element,2010.0,"
Documentary            ",0.0,"
Long before and after the tired beat machines that used to crank out mechanical, predigested, synthetic, soulless percussive rhythms...there was the singular and quintessential Human Beat-Boxer.","
    Director:
Bob Bryan
| 
    Stars:
Pretty Chi, 
Click 88, 
Joshua Silverstein
",0.0,0.052754982415005855,0.0
Waxing Gibbous,2001.0,"
Drama            ",5.6,"
Add a Plot
","
    Director:
Jim Fogarty
| 
    Stars:
Janet Kay Baxter, 
Bryan Binko, 
Ryan Bottiglieri, 
Shannon M. Bragger
",0.0,0.11371629542790151,0.0
Inside: The Mob's Bloody Valentine,2011.0,"
Documentary, Action, Crime            ",6.5,"
The St. Valentine's Day Massacre of 1929 is a legendary event in US History. However, the story of that day in urban Chicago, Illinois remains largely unsolved. Take a closer look, ...                See full summary »
","
    Director:
Steve Petersen
| 
    Stars:
Johnny Fratto, 
Jimmy Fisher
",0.0,0.052754982415005855,0.0
Aguacate El Fruto Del Cielo,2021.0,"
Documentary            ",0.0,"
Add a Plot
","
    Director:
Victor Solorio
| 
    Stars:
Damián Alcázar, 
Lorena de la Torre, 
Alex Pimienta
",0.0,0.0,0.0
Arango y Sanint: Ríase el show,2018.0,"
Comedy            ",4.0,"
Add a Plot
","
    Directors:
Raúl Campos, 
Jan Suter
| 
    Stars:
Julián Arango, 
Antonio Sanint
",0.0,0.0,0.0
La France est-elle ingouvernable?,2009.0,"
Documentary            ",0.0,"
Add a Plot
","
    Director:
Stéphanie Kaïm
| 
    Stars:
André Dussollier, 
Valérie Lentzner, 
Emmanuel Leconte, 
Claude Allègre
",0.0,0.0,0.0
Too Much Stress from My Heart,2015.0,"
Documentary            ",0.0,"
The Sahara desert present two facets: the beauty of the dunes, telling us of ancient and beautiful cultures and landscapes, transmitting great serenity and well being. We then have the ...                See full summary »
","
    Director:
Ludovica Lirosi
| 
    Stars:
Amos Alohan, 
Doukassy Boubale, 
Emmanuel Edegba, 
Herny Ezeh
",0.0,0.07620164126611957,0.0
What's That?,2020.0,"
Documentary, Short            ",0.0,"
Sarah Paulson quizzes Sharon Stone, Cynthia Nixon and Judy Davis to see if they can correctly identify these outdated medical instruments.","
            
    Stars:
Sharon Stone, 
Sarah Paulson, 
Judy Davis, 
Cynthia Nixon
",0.0,0.009378663540445486,0.0
Resolvi Esperar,2018.0,"
Short, Comedy            ",0.0,"
Add a Plot
","
    Director:
Fernanda Weinfeld
| 
    Star:
Sandy
",0.0,0.0,0.0
Team Mascots,2017.0,"
Short            ",0.0,"
A short film about the creative team behind the Christopher Guest film, MASCOTS. Contributors include those from Costume Design, Production Design, Cinematography, Stunts, Choreography and Music.","
    Director:
Keva Rosenfeld
",0.0,0.0164126611957796,0.0
Sebastián Marcelo Wainraich,2018.0,"
Comedy            ",6.3,"
The Argentine comedian Sebastian Wainraich finds the comedic side to him day to day, from the minibars to why the funerals are better than the weddings.","
    Directors:
Raúl Campos, 
Jan Suter
| 
    Star:
Sebastián Wainraich
",0.0,0.0,0.0
Hiring Women,2020.0,"
Short            ",0.0,"
Ratched stars Sarah Paulson, Cynthia Nixon, Sharon Stone, and Judy Davis read from a 1940s Guide To Hiring Women.","
            
    Stars:
Sarah Paulson, 
Judy Davis, 
Cynthia Nixon, 
Sharon Stone
",0.0,0.007033997655334114,0.0
The Enigma of Stonehenge 4K,2018.0,"
Short, History            ",0.0,"
This documentary reveals how Julius Caesar's first-hand account gives an insight into the lifestyle of Druids.","
    Director:
Jordan River
",0.0,0.014067995310668229,0.0
Sweet Moves,2005.0,"
Short, Comedy            ",0.0,"
A wacky exercise video parody - while also a real workout - designed to make people rock stars in bed. Adult education and humor.","
    Director:
Tess Sweet
| 
    Stars:
Herman Chan, 
Alicia Drake, 
Mike Hunt, 
Tedje Rose
",0.0,0.035169988276670575,0.0
Bruno Motta: O Show do Ano,2011.0,"
Comedy            ",0.0,"
Add a Plot
","
    Director:
Rodrigo Fernandes
| 
    Star:
Bruno Motta
",0.0,0.06916764361078546,0.0
Return to Role Playing,2012.0,"
Adventure            ",0.0,"
In his freshman year of college, Kyle Hanson seems to have everything - he's popular, cool and the hottest girl at school has her sights set on him. But things weren't always this way... As...                See full summary »
","
    Director:
Patric McInnis
| 
    Stars:
Jon Zuber, 
Heather Ashley, 
Matt Paolasso, 
Josh Stern
",0.0,0.15826494724501758,0.0
Hans Liberg: Tatatata,2005.0,"
Comedy, Music            ",6.6,"
Add a Plot
","
    Director:
Ruud Dirkse
| 
    Stars:
Hans Liberg, 
Martijn Klaver, 
André Versluijs
",0.0,0.123094958968347,0.0
Ancient Extraterrestrials: Aliens and UFOs Before the Dawn of Time,2012.0,"
Documentary            ",5.6,"
Zecharia Sitchin presents his theory that the Anunnaki of Sumerian myth and the Nephilim of the Old Testament were a technologically advanced human-like extraterrestrial race. He argues ...                See full summary »
","
            
    Stars:
Pat Marcattilio, 
Zecharia Sitchin
",0.0,0.22039859320046892,0.0
Prashasti Singh Special,2021.0,"
Comedy            ",0.0,"
Add a Plot
","
            
    Star:
Prashasti Singh
",0.0,0.0,0.0
Graffiti Verité 9: Soulful Ways - The DJ,2010.0,"
Documentary            ",0.0,"
Watching those fingers move, teak, manipulate, scratch, push, slide and reverse actions are a sight-to-behold. The counter-intelligence at play here is awe-inspiring and unique.","
    Director:
Bob Bryan
| 
    Stars:
A.N.T.I., 
Fresh Air, 
Gecko Brothas, 
Justin Bua
",0.0,0.052754982415005855,0.0
Film School Friday: Creating for an Authentic Future,2020.0,"
Talk-Show            ",0.0,"
Add a Plot
","
            
    Stars:
Charles Rivkin, 
David Cicilline, 
John Gibson, 
Laverne Cox
",0.0,0.07033997655334115,0.0
Things Everyone Should Stop Telling Parsis,2021.0,"
Short, Comedy            ",0.0,"
Add a Plot
","
    Director:
Raihan Muhimtule
| 
    Stars:
Zervaan Bunshah, 
Abhishek Kumaarr, 
Bhakti Maniar, 
Rishav Trivedi
",0.0,0.004689331770222743,0.0
"Yass, Australia!",2018.0,"
Short, Reality-TV            ",0.0,"
Add a Plot
","
            
    Stars:
Bobby Berk, 
Karamo Brown, 
Tan France, 
Antoni Porowski
",0.0,0.023446658851113716,0.0
Southland's Most Wanted,2004.0,"
Documentary            ",0.0,"
Add a Plot
","
    Director:
Mark Landre Gould
",0.0,0.0,0.0
Encomenda,2021.0,"
Short, Action            ",0.0,"
Add a Plot
","
    Director:
Junior Marques
| 
    Stars:
Murilo Couto, 
Whindersson Nunes
",0.0,0.015240328253223915,0.0
Mr. D: Southland to Japan,2006.0,"
Documentary            ",0.0,"
Add a Plot
","
    Director:
Mark Landre Gould
",0.0,0.0,0.0
Netflix: The Making of 'Mr Bear: Then & Now',2016.0,"
Short            ",0.0,"
This 'behind the scenes' film follows the team at Netflix who have created an open source connected device for the holidays, in time for Fuller House's second season.","
    Director:
Ryan Collier-Woodford
",0.0,0.0,0.0
SLG Click: The Game's Begun,2006.0,"
Documentary            ",0.0,"
Add a Plot
","
    Director:
Mark Landre Gould
",0.0,0.0,0.0
Sara Kroos: Van jewelste,2015.0,"
Comedy            ",6.6,"
Add a Plot
","
    Director:
Jessica Borst
| 
    Star:
Sara Kroos
",0.0,0.10082063305978897,0.0
Sneakah Boutique the Documentary,2016.0,"
Documentary            ",0.0,"
The Rise of an Empire chronicles the lives of these three visionaries as they attempt to take Sneakah Boutique to the next level.","
    Director:
Nailah Wright
| 
    Stars:
Whitney Bryant, 
Ernest Freeman, 
Nailah Wright
",0.0,0.0,0.0
The Bastard Sings the Sweetest Song,2012.0,"
Documentary, Drama, Family            ",7.0,"
In Georgetown, Guyana, Muscle and his mother Mary each struggle to break free of something, bringing them into conflict with each other. Mary (74) wanders on the road, begs for money to get...                See full summary »
","
    Director:
Christy Garland
",0.0,0.0,0.0
Metro,2008.0,"
Drama            ",0.0,"
The dark heart of the city is the setting for this provocative exploration of power, corruption, love and betrayal in the desperate struggle to rise above the streets and stay there. Will you turn a blind eye, or can you handle the truth?","
    Director:
Christopher Dorrah
| 
    Stars:
Christopher Dorrah, 
Leslie Black, 
Eddie Dukes, 
Jacque Gochett
",0.0,0.1406799531066823,0.0
Graffiti Verite' 10: Hip-Hop Dance,2010.0,"
Documentary            ",0.0,"
Explores all genres of Dance known as Hip Hop Dance. The dance style exhibited are everything from Krumping to Break Dancing to Soldier Boy etc.","
    Director:
Bob Bryan
| 
    Stars:
Keidi-Obi Awadu, 
Joshua Lee Ayers, 
Bboy Bert, 
Justin Bua
",0.0,0.08792497069167643,0.0
"El Negocio, Pt. II",,"
Action            ",0.0,"
Add a Plot
","
    Director:
Tim Bulot
| 
    Stars:
Larry Tatum, 
David Angel, 
Tim Bulot
",0.0,0.15005861664712777,0.0
Bruno Motta: Melhor que os Outros Stand Ups que Eu Já Fiz em 15 Anos de Carreira,2017.0,"
Comedy            ",0.0,"
This live stand up comedy special is a compilation of the best moments in Bruno Motta's career.","
    Director:
Daniel Pacífico
| 
    Stars:
Bruno Motta, 
Marcelo Adnet, 
Dani Calabresa, 
Gui Santana
",0.0,0.07737397420867526,0.0
That's My Time: The Todd Lynn Story,2017.0,"
Documentary            ",0.0,"
Retracing the life of a very intelligent man. Who life was cut short. Before the world could take advantage of his true comedic genius..His Brilliant writing talents...Only to be stifled by...                See full summary »
","
    Director:
Parrish Smith
| 
    Stars:
Miss Black, 
Dean Edwards, 
Kevin Hart, 
Jimmy Kimmel
",0.0,0.0,0.0
Exam Time Rap Song ft. Jordindian,2020.0,"
Short, Music            ",0.0,"
Add a Plot
","
    Director:
Sahit Anand
",0.0,0.0,0.0
Sanfoninha,2021.0,"
Short, Comedy            ",0.0,"
Add a Plot
","
    Director:
Junior Marques
| 
    Star:
Whindersson Nunes
",0.0,0.0,0.0
Rahul Dua Special,2021.0,"
Comedy            ",0.0,"
Add a Plot
","
            
    Star:
Rahul Dua
",0.0,0.0,0.0
Rekonesans,2021.0,"
Action            ",0.0,"
The gratefulness between 2 people from a very different world.","
    Director:
Sr. Premil
| 
    Star:
Sr. Premil
",0.0,0.10550996483001171,0.0
The House of Spirit,2001.0,"
Documentary, Short            ",0.0,"
Shao Fang and her late husband, Sheng Pao, were invited to apprentice with Frank Lloyd Wright in the late 1940s. Later, in Williams Town, West Virginia, this Chinese couple designed and ...                See full summary »
","
    Director:
Weimin Zhang
",0.0,0.050410316529894486,0.0
Yoga Time,2004.0,"
Family            ",0.0,"
Instructional Hatha yoga show teaching postures and breathing techniques for greater strength and flexibility and focusing the mind.","
            
    Star:
Marlon Braccia
",0.0,0.0328253223915592,0.0
Jandino: Whatever it Takes,2016.0,"
Comedy            ",4.6,"
Jandino Asporaat riffs on the challenges of raising kids and serenades the audience with a rousing rendition of ""Sex on Fire"" in his comedy show.","
            
    Stars:
Jandino Asporaat, 
Giorgio Costa, 
Lorenzo Elstak, 
Hubert Lourens
",0.0,0.11137162954279015,0.0
Graffiti Verite' 11: Don't Believe da Noize!,2010.0,"
Documentary            ",0.0,"
The documentary attempts to represent the true heartbeat & complex reality of contemporary American Hip-Hop thought.","
    Director:
Bob Bryan
| 
    Stars:
Adisa Banjoko, 
Berne, 
Justin Bua, 
Johnnie Chavarria
",0.0,0.06447831184056271,0.0
 American Experience,1988.0,"
Documentary, Biography, History            ",6.6,"
The personal development of George Washington is the focus as Producer David Sutherland brings to life a uniquely human Washington who transformed himself from social climber into a patriot willing to give up everything for a higher cause.","
    Director:
David Sutherland
| 
    Stars:
David McCullough, 
Robert Dawidoff, 
Thad Tate, 
Paul Longmore
",0.0,0.10550996483001171,0.0
 Avatar: The Last Airbender,2005.0,"
Animation, Action, Adventure            ",7.6,"
Sokka and Katara have to solve a centuries-old crime when Aang is imprisoned for a murder allegedly committed by one of his past incarnations.","
    Director:
Lauren MacMullan
| 
    Stars:
Zach Tyler, 
Mae Whitman, 
Jack De Sena, 
Dante Basco
",0.0031990854025432227,0.028135990621336458,0.0
 The Boondocks,2005.0,"
Animation, Action, Comedy            ",8.5,"
When Tom is wrongfully accused for murder, Huey and Riley enlist the help of Ed III and his friend, Gin Rummy to find the real killer.","
    Directors:
Joe Horne, 
Lesean Thomas
| 
    Stars:
Regina King, 
John Witherspoon, 
Cedric Yarbrough, 
Gary Anthony Williams
",0.0,0.0246189917936694,0.0
 Johnny Test,2005.0,"
Animation, Action, Adventure            ",7.5,"
Susan and Mary split Dad's bowling ball in half with their new MP3 Player/Photon Laser, and then use the device to rewind time and make sure that Johnny gets blamed. / Johnny and Dukey use ...                See full summary »
","
    Director:
Chris Savino
| 
    Stars:
James Arnold Taylor, 
Louis Chirillo, 
Brittney Wilson, 
Maryke Hendrikse
",0.0,0.025791324736225085,0.0
